Source;Group;species;Organ;Organ (details);Growth form;Climate;RP;AP;RAP
Bauch 2000;Angiosperm;Carapa guianensis;stem;trunk;angio tree;tropical;18;8;26
Bauch 2006;Gymnosperm;Podocarpus oleifolius;stem;trunk;gymno tree;tropical;4.9;2.2;7.1
Bhat 1985;Angiosperm;Anacardium occidentale;stem;branch/trunk;angio tree;tropical;29.45;6.5;35.95
Bhat 1985;Angiosperm;Dillenia pentagyna;stem;branch/trunk;angio tree;tropical;29.8;4.65;34.45
Bhat 1985;Angiosperm;Dipterocarpus indicus;stem;branch/trunk;angio tree;tropical;16.25;13.25;29.5
Bhat 1985;Angiosperm;Erythrina stricta;stem;branch/trunk;angio tree;tropical;18.25;46.9;65.15
Bhat 1985;Angiosperm;Grewia latifolia;stem;branch/trunk;angio tree;tropical;20.1;9.9;30
Bhat 1985;Angiosperm;Hevea brasiliensis;stem;branch/trunk;angio tree;tropical;24.65;11.2;35.85
Bhat 1985;Angiosperm;Lagerstroemia microcarpa;stem;branch/trunk;angio tree;tropical;17.45;14.55;32
Bhat 1985;Angiosperm;Stereospermum chelonoides;stem;branch/trunk;angio tree;tropical;11.8;19.7;31.5
Bhat 1985;Angiosperm;Tectona grandis;stem;branch/trunk;angio tree;tropical;10.8;7;17.8
Bhat 1985;Angiosperm;Terminalia paniculata;stem;branch/trunk;angio tree;tropical;18.6;16.45;35.05
Bhat 1985;Angiosperm;Xylia xylocarpa;stem;branch/trunk;angio tree;tropical;17.1;13.6;30.7
Bhat 2004;Angiosperm;Tectona grandis;stem;trunk;angio tree;tropical;;;24.2
Bhat 2004;Angiosperm;Tectona grandis;stem;trunk;angio tree;tropical;;;30.5
Borja de la Rosa 2010;Gymnosperm;Juniperus flaccida;stem;trunk;gymno tree;subtropical;7.72;0.18;7.9
Bravo 2010;Angiosperm;Aspidosperma quebracho-blanco;stem;trunk;angio tree;subtropical;19.8;8;27.8
Bravo 2010;Angiosperm;Schinopsis lorentzii;stem;trunk;angio tree;subtropical;18.4;4.9;23.3
Chapotin 2006;Angiosperm;Adansonia fony;stem;trunk;angio tree;tropical;;;67
Chapotin 2006;Angiosperm;Adansonia grandidieri;stem;trunk;angio tree;tropical;;;76
Chapotin 2006;Angiosperm;Adansonia za;stem;trunk;angio tree;tropical;;;72
Climent 1998;Gymnosperm;Pinus canariensis;stem;trunk;gymno tree;subtropical;10.04;3.44;13.47
Climent 1998;Gymnosperm;Pinus canariensis;stem;trunk;gymno tree;subtropical;11.55;3.09;14.64
da Siva 2011;Angiosperm;Mimosa ophthalmocentra;stem;trunk;angio tree;tropical;8.2;17.1;25.3
Danne 2008;Gymnosperm;Larix decidua;root;root;;temperate;10.8;;
Danne 2008;Gymnosperm;Larix decidua;stem;trunk;gymno tree;temperate;9.64;;9.64
das Neves Brandes 2008;Angiosperm;Acacia tenuifolia;stem;liana stem;climber;tropical;14;32;46
das Neves Brandes 2008;Angiosperm;Dalbergia frutescens;stem;liana stem;climber;tropical;12;33;45
das Neves Brandes 2008;Angiosperm;Piptadenia adiantoides;stem;liana stem;climber;tropical;17;24;41
das Neves Brandes 2008;Angiosperm;Piptadenia micracantha;stem;liana stem;climber;tropical;15;26;41
das Neves Brandes 2008;Angiosperm;Senegalia grandistipula;stem;liana stem;climber;tropical;12;35;47
das Neves Brandes 2008;Angiosperm;Senegalia lacerans;stem;liana stem;climber;tropical;12;33;45
das Neves Brandes 2008;Angiosperm;Senegalia martiusiana;stem;liana stem;climber;tropical;10;32;42
das Neves Brandes 2008;Angiosperm;Senegalia pedicellata;stem;liana stem;climber;tropical;8;43;51
DeSmidt 1922;Angiosperm;Ulmus rubra;stem;trunk;angio tree;temperate;14;5;19
Dias Leme 2012;Angiosperm;Poincianella pyramidalis;stem;branch/trunk;angio tree;subtropical;;;62
Fichtler 2012;Angiosperm;Acosmium nitens;stem;trunk;angio tree;tropical;;;44.2
Fichtler 2012;Angiosperm;Aldina latifolia;stem;trunk;angio tree;tropical;;;58.2
Fichtler 2012;Angiosperm;Amanoa oblongifolia;stem;trunk;angio tree;tropical;;;48.1
Fichtler 2012;Angiosperm;Amphirrhox longifolia;stem;trunk;angio tree;tropical;;;55.4
Fichtler 2012;Angiosperm;Astronium fraxinifolium;stem;trunk;angio tree;tropical;;;47
Fichtler 2012;Angiosperm;Baikiaea plurijuga;stem;trunk;angio tree;tropical;;;38
Fichtler 2012;Angiosperm;Baikiaea plurijuga;stem;trunk;angio tree;tropical;;;47.2
Fichtler 2012;Angiosperm;Balizia elegans;stem;trunk;angio tree;tropical;;;27.4
Fichtler 2012;Angiosperm;Burkea africana;stem;trunk;angio tree;subtropical;;;43.6
Fichtler 2012;Angiosperm;Burkea africana;stem;trunk;angio tree;subtropical;;;44.2
Fichtler 2012;Angiosperm;Burkea africana;stem;trunk;angio tree;subtropical;;;52.8
Fichtler 2012;Angiosperm;Bursera sp;stem;trunk;angio tree;subtropical;;;27
Fichtler 2012;Angiosperm;Campsiandra comosa;stem;trunk;angio tree;tropical;;;43.5
Fichtler 2012;Angiosperm;Caraipa tereticaulis;stem;trunk;angio tree;tropical;;;27.3
Fichtler 2012;Angiosperm;Casearia sp;stem;trunk;angio tree;tropical;;;31.5
Fichtler 2012;Angiosperm;Cassia grandis;stem;trunk;angio tree;tropical;;;48.7
Fichtler 2012;Angiosperm;Cassia grandis;stem;trunk;angio tree;tropical;;;57.1
Fichtler 2012;Angiosperm;Cecropia sp;stem;trunk;angio tree;tropical;;;24.6
Fichtler 2012;Angiosperm;Cedrela odorata;stem;trunk;angio tree;tropical;;;41.4
Fichtler 2012;Angiosperm;Ceiba pentandra;stem;trunk;angio tree;tropical;;;45.1
Fichtler 2012;Angiosperm;Ceiba sp;stem;trunk;angio tree;tropical;;;52.8
Fichtler 2012;Angiosperm;Chaetocarpus schomburgkianus;stem;trunk;angio tree;tropical;;;32
Fichtler 2012;Angiosperm;Cochlospermum;stem;trunk;angio tree;tropical;;;29.3
Fichtler 2012;Angiosperm;Colophospermum mopane;stem;trunk;angio tree;tropical;;;35.3
Fichtler 2012;Angiosperm;Combretum collinum;stem;trunk;angio tree;subtropical;;;46.8
Fichtler 2012;Angiosperm;Combretum collinum;stem;trunk;angio tree;subtropical;;;54.8
Fichtler 2012;Angiosperm;Crateva tapia;stem;trunk;angio tree;tropical;;;39.3
Fichtler 2012;Angiosperm;Crescentia alata;stem;trunk;angio tree;tropical;;;44.9
Fichtler 2012;Angiosperm;Curatella americana;stem;trunk;angio tree;tropical;;;56.9
Fichtler 2012;Angiosperm;Dipteryx oleifera;stem;trunk;angio tree;tropical;;;35.7
Fichtler 2012;Angiosperm;Duguetia sp;stem;trunk;angio tree;tropical;;;51.5
Fichtler 2012;Angiosperm;Duguetia uniflora;stem;trunk;angio tree;tropical;;;45.7
Fichtler 2012;Angiosperm;Endlicheria arunciflora;stem;trunk;angio tree;tropical;;;31.5
Fichtler 2012;Angiosperm;Erisma calcaratum;stem;trunk;angio tree;tropical;;;40.8
Fichtler 2012;Angiosperm;Eschweilera albiflora;stem;trunk;angio tree;tropical;;;50.6
Fichtler 2012;Angiosperm;Eschweilera sp;stem;trunk;angio tree;tropical;;;43.8
Fichtler 2012;Angiosperm;Eschweilera sp;stem;trunk;angio tree;tropical;;;50.8
Fichtler 2012;Angiosperm;Ferdinandusa paraensis;stem;trunk;angio tree;tropical;;;27.9
Fichtler 2012;Angiosperm;Ferdinandusa paraensis;stem;trunk;angio tree;tropical;;;35.1
Fichtler 2012;Angiosperm;Ficus benjamina;stem;trunk;angio tree;tropical;;;52.3
Fichtler 2012;Angiosperm;Ficus sp;stem;trunk;angio tree;tropical;;;48.4
Fichtler 2012;Angiosperm;Ficus sp;stem;trunk;angio tree;tropical;;;59.7
Fichtler 2012;Angiosperm;Guatteria aeruginosa;stem;trunk;angio tree;tropical;;;47.5
Fichtler 2012;Angiosperm;Guazuma ulmifolia;stem;trunk;angio tree;tropical;;;45.7
Fichtler 2012;Angiosperm;Handroanthus barbatus;stem;trunk;angio tree;tropical;;;34.6
Fichtler 2012;Angiosperm;Handroanthus barbatus;stem;trunk;angio tree;tropical;;;38.7
Fichtler 2012;Angiosperm;Handroanthus barbatus;stem;trunk;angio tree;tropical;;;40.6
Fichtler 2012;Angiosperm;Hieronyma sp;stem;trunk;angio tree;tropical;;;30.2
Fichtler 2012;Angiosperm;Humiria balsamifera;stem;trunk;angio tree;tropical;;;26.4
Fichtler 2012;Angiosperm;Humiria balsamifera;stem;trunk;angio tree;tropical;;;27.2
Fichtler 2012;Angiosperm;Humiriastrum cuspidatum;stem;trunk;angio tree;tropical;;;29.7
Fichtler 2012;Angiosperm;Hymenaea courbaril;stem;trunk;angio tree;tropical;;;35.9
Fichtler 2012;Angiosperm;Hymenolobium mesoamericanum;stem;trunk;angio tree;tropical;;;48.2
Fichtler 2012;Angiosperm;Hyptidendron arboreum;stem;trunk;angio tree;tropical;;;31.1
Fichtler 2012;Angiosperm;Ilex sp;stem;trunk;angio tree;tropical;;;43.5
Fichtler 2012;Angiosperm;Inga sp;stem;trunk;angio tree;tropical;;;32.1
Fichtler 2012;Angiosperm;Inga umbellifera;stem;trunk;angio tree;tropical;;;42.7
Fichtler 2012;Angiosperm;Jacaranda mimosifolia;stem;trunk;angio tree;subtropical;;;52.5
Fichtler 2012;Angiosperm;Laetia corymbulosa;stem;trunk;angio tree;tropical;;;39.3
Fichtler 2012;Angiosperm;Laetia suaveolens;stem;trunk;angio tree;tropical;;;32.8
Fichtler 2012;Angiosperm;Licania parviflora;stem;trunk;angio tree;tropical;;;42.8
Fichtler 2012;Angiosperm;Licania sp;stem;trunk;angio tree;tropical;;;42.9
Fichtler 2012;Angiosperm;Lonchocarpus nelsii;stem;trunk;angio tree;subtropical;;;60.1
Fichtler 2012;Angiosperm;Lonchocarpus nelsii;stem;trunk;angio tree;subtropical;;;60.6
Fichtler 2012;Angiosperm;Lonchocarpus sp;stem;trunk;angio tree;tropical;;;59.7
Fichtler 2012;Angiosperm;Mabea nitida;stem;trunk;angio tree;tropical;;;38.8
Fichtler 2012;Angiosperm;Minquartia guianensis;stem;trunk;angio tree;tropical;;;34.8
Fichtler 2012;Angiosperm;Myrcia amazonica;stem;trunk;angio tree;tropical;;;36.9
Fichtler 2012;Angiosperm;Myrcia amazonica;stem;trunk;angio tree;tropical;;;38.2
Fichtler 2012;Angiosperm;Myrcia amazonica;stem;trunk;angio tree;tropical;;;41.3
Fichtler 2012;Angiosperm;Ocotea diospyrifolia;stem;trunk;angio tree;tropical;;;33.9
Fichtler 2012;Angiosperm;Ocotea guianensis;stem;trunk;angio tree;tropical;;;25.3
Fichtler 2012;Angiosperm;Ocotea sp.;stem;trunk;angio tree;tropical;;;35.6
Fichtler 2012;Angiosperm;Pachira minor;stem;trunk;angio tree;tropical;;;50.1
Fichtler 2012;Angiosperm;Piranhea trifoliata;stem;trunk;angio tree;tropical;;;38.2
Fichtler 2012;Angiosperm;Piranhea trifoliata;stem;trunk;angio tree;tropical;;;49.1
Fichtler 2012;Angiosperm;Poecilanthe amazonica;stem;trunk;angio tree;tropical;;;33.6
Fichtler 2012;Angiosperm;Pouteria elegans;stem;trunk;angio tree;tropical;;;44.7
Fichtler 2012;Angiosperm;Pouteria orinocoensis;stem;trunk;angio tree;tropical;;;48.3
Fichtler 2012;Angiosperm;Protium pittieri;stem;trunk;angio tree;tropical;;;28.5
Fichtler 2012;Angiosperm;Pseudobombax munguba;stem;trunk;angio tree;tropical;;;30.7
Fichtler 2012;Angiosperm;Pseudobombax munguba;stem;trunk;angio tree;tropical;;;32.1
Fichtler 2012;Angiosperm;Pseudoxandra polyphleba;stem;trunk;angio tree;tropical;;;49.5
Fichtler 2012;Angiosperm;Pseudoxandra polyphleba;stem;trunk;angio tree;tropical;;;49.8
Fichtler 2012;Angiosperm;Psidium acutangulum;stem;trunk;angio tree;tropical;;;38.3
Fichtler 2012;Angiosperm;Psidium densicomum;stem;trunk;angio tree;tropical;;;37.7
Fichtler 2012;Angiosperm;Pterocarpus angolensis;stem;trunk;angio tree;tropical;;;38.7
Fichtler 2012;Angiosperm;Pterocarpus angolensis;stem;trunk;angio tree;tropical;;;42.1
Fichtler 2012;Angiosperm;Roucheria sp;stem;trunk;angio tree;tropical;;;37.8
Fichtler 2012;Angiosperm;Schistostemon sp;stem;trunk;angio tree;tropical;;;25
Fichtler 2012;Angiosperm;Simarouba amara;stem;trunk;angio tree;tropical;;;48.4
Fichtler 2012;Angiosperm;Swartzia argentea;stem;trunk;angio tree;tropical;;;39.1
Fichtler 2012;Angiosperm;Swartzia laevicarpa;stem;trunk;angio tree;tropical;;;46.7
Fichtler 2012;Angiosperm;Swartzia laevicarpa;stem;trunk;angio tree;tropical;;;51.6
Fichtler 2012;Angiosperm;Swartzia macrocarpa;stem;trunk;angio tree;tropical;;;53.2
Fichtler 2012;Angiosperm;Swartzia polyphylla;stem;trunk;angio tree;tropical;;;48.5
Fichtler 2012;Angiosperm;Swartzia sp;stem;trunk;angio tree;tropical;;;37.6
Fichtler 2012;Angiosperm;Swartzia sp;stem;trunk;angio tree;tropical;;;38
Fichtler 2012;Angiosperm;Swartzia sp;stem;trunk;angio tree;tropical;;;50.7
Fichtler 2012;Angiosperm;Swietenia macrophylla;stem;trunk;angio tree;tropical;;;28.8
Fichtler 2012;Angiosperm;Swietenia macrophylla;stem;trunk;angio tree;tropical;;;37.4
Fichtler 2012;Angiosperm;Tabebuia ochracea;stem;trunk;angio tree;tropical;;;44.1
Fichtler 2012;Angiosperm;Tabebuia sp;stem;trunk;angio tree;tropical;;;28.8
Fichtler 2012;Angiosperm;Tachigalia sp;stem;trunk;angio tree;tropical;;;38.1
Fichtler 2012;Angiosperm;Tectona grandis;stem;trunk;angio tree;tropical;;;44.7
Fichtler 2012;Angiosperm;Terminalia amazonia;stem;trunk;angio tree;tropical;;;31.2
Fichtler 2012;Angiosperm;Terminalia amazonia;stem;trunk;angio tree;tropical;;;32.7
Fichtler 2012;Angiosperm;Terminalia amazonia;stem;trunk;angio tree;tropical;;;33.1
Fichtler 2012;Angiosperm;Terminalia guyanensis;stem;trunk;angio tree;tropical;;;44.2
Fichtler 2012;Angiosperm;Terminalia quintalata;stem;trunk;angio tree;tropical;;;28.2
Fichtler 2012;Angiosperm;Terminalia sericea;stem;trunk;angio tree;subtropical;;;32.7
Fichtler 2012;Angiosperm;Terminalia sericea;stem;trunk;angio tree;subtropical;;;33.8
Fichtler 2012;Angiosperm;Vitex cymosa;stem;trunk;angio tree;tropical;;;39.3
Fichtler 2012;Angiosperm;Vitex cymosa;stem;trunk;angio tree;tropical;;;43.3
Fichtler 2012;Angiosperm;Zygia inaequalis;stem;trunk;angio tree;tropical;;;52.2
French 1923 as cited in Panshin 1980;Angiosperm;Acer rubrum;stem;trunk;angio tree;temperate;13.3;0.1;13.4
French 1923 as cited in Panshin 1980;Angiosperm;Acer saccharinum;stem;trunk;angio tree;temperate;11.9;0.1;12
French 1923 as cited in Panshin 1980;Angiosperm;Acer saccharum;stem;trunk;angio tree;temperate;17.9;0.1;18
