species_plant,mico,,,,
Minuartia macrocarpa,NM,,,,
Minuartia oreina,NM,,,,
Minuartia rubella,NM,,,,
Minuartia trautvetterana,NM,,,,
Minuartia verna,NM,,,,
Mirabilis jalapa,NM,,,,
Miscanthus floridulus,AM,,,,
Miscanthus oligostachyus,AM,,,,
Miscanthus sinensis,AM,,,,
Mitragina ciliata,AM,,,,
Mitrephora calcarea,AM,,,,
Moehringia lateriflora,NM,,,,
Moehringia trinervia,NM,,,,
Molineria capitulata,AM,,,,
Molinia caerulea,AMNM,,,,
Moneses uniflora,NM,,,,
Monopetalanthus letestui,EM,,,,
Monopetalanthus microphyllus,EM,,,,
Monotagma plurispicatum,AM,,,,
Monstera deliciosa,AM,,,,
Montia fontana,AMNM,,,,
Mora excelsa,AM,,,,
Morella cerifera,AM,,,,
Morinda lucida,AM,,,,
Moringa concanensis,AM,,,,
Morkillia mexicana,AM,,,,
Morus alba,AM,,,,
Morus nigra,AM,,,,
Mucuna pruriens,AM,,,,
Muellera campestris,AM,,,,
Muhlenbergia japonica,AM,,,,
Muhlenbergia porteri,AM,,,,
Mukia maderaspatana,AM,,,,
Murbeckiella huetii,NM,,,,
Musa acuminata,AM,,,,
Musanga cecropioides,AM,,,,
Muscari armeniacum,AM,,,,
Muscari botryoides,AM,,,,
Muscari comosum,AM,,,,
Muscari dolichanthum,AM,,,,
Muscari leucostomum,AM,,,,
Muscari neglectum,AM,,,,
Muscari polyanthum,AM,,,,
Muscari szovitsianum,AM,,,,
Mutisia decurrens,AM,,,,
Mutisia spinosa,AM,,,,
Mycelis muralis,AMNM,,,,
Mycetia hirta,AM,,,,
Myosotis alpestris,AMNM,,,,
Myosotis arvensis,AMNM,,,,
Myosotis asiatica,NM,,,,
Myosotis caespitosa,AM,,,,
Myosotis decumbens,AM,,,,
Myosotis discolor,AM,,,,
Myosotis laxa,AM,,,,
Myosotis ramosissima,AMNM,,,,
Myosotis scorpioides,AMNM,,,,
Myosotis sparsiflora,AMNM,,,,
Myosotis suaveolens,AM,,,,
Myosotis sylvatica,AMNM,,,,
Myosoton aquaticum,NM,,,,
Myosurus patagonicus,AM,,,,
Myrica faya,AM,,,,
Myrica gale,AMNM,,,,
Myrica pensylvanica,AMNM,,,,
Myricaria bracteata,AM,,,,
Myriophyllum alterniflorum,AMNM,,,,
Myriophyllum spicatum,NM,,,,
Myristica yunnanensis,AM,,,,
Myroxylon peruiferum,AM,,,,
Myrrhis odorata,AM,,,,
Myrsine alyxifolia,AM,,,,
Myrsine coriacea,AM,,,,
Myrsine umbellata,AM,,,,
Myrtillocactus geometrizans,AM,,,,
Myrtus communis,AM,,,,
Myrtus makul,AM,,,,
Nageia nagi,AM,,,,
Nageia totara,AM,,,,
Najas minor,NM,,,,
Nanophyton erinaceum,NM,,,,
Narcissus angustifolius,AM,,,,
Narcissus poeticus,AM,,,,
Narcissus pseudonarcissus,AM,,,,
Nardus stricta,AM,,,,
Narthecium ossifragum,AMNM,,,,
Nassella leucotricha,AM,,,,
Nasturtium officinale,NM,,,,
Nauclea diderrichii,AM,,,,
Nectandra cuspidata,AM,,,,
Nectandra reticulata,AM,,,,
Nemepiodon speciosum,AM,,,,
Nemesia strumosa,AM,,,,
Neobuxbaumia tetetzo,AM,,,,
Neonauclea tsaiana,AM,,,,
Neotorularia brevipes,NM,,,,
Neowimmeria yuccoides,AM,,,,
Nepeta cataria,AM,,,,
Nepeta nuda,AM,,,,
Nepeta podostachys,AM,,,,
Nerium oleander,AMNM,,,,
Nertera granadensis,AM,,,,
Neslia paniculata,NM,,,,
Neyraudia reynaudiana,AM,,,,
Nicotiana alata,AM,,,,
Nicotiana rustica,AM,,,,
Nicotiana tabacum,AM,,,,
Nicotiana velutina,AM,,,,
Nigella integrifolia,AM,,,,
Noccaea caerulescens,AM,,,,
Noccaea praecox,AM,,,,
Nonea caspica,AMNM,,,,
Nothofagus cliffortioides,EM,,,,
Nothofagus dombeyi,EM,,,,
Nothofagus fusca,EM,,,,
Nothofagus menziesii,EM,,,,
Nothofagus pumilio,EM,,,,
Noticastrum sericeum,AM,,,,
Nototrichium sandwicense,NM,,,,
Nuphar lutea,NM,,,,
Nuphar pumila,NM,,,,
Nuphar x,NM,,,,
Nymphaea alba,NM,,,,
Nymphoides peltata,NM,,,,
Ochroma pyramidale,AM,,,,
Ocimum basilicum,AM,,,,
Ocotea canaliculata,AM,,,,
Ocotea cernua,AM,,,,
Ocotea floribunda,AM,,,,
Ocotea indecora,AM,,,,
Ocotea puberula,AM,,,,
Odontites lutea,AM,,,,
Odontites vernus,NM,,,,
Odontites vulgaris,NM,,,,
Odostemon aquifolium,AMNM,,,,
Oedibasis apiculata,AM,,,,
Oenanthe aquatica,NM,,,,
Oenanthe crocata,NM,,,,
Oenanthe fistulosa,AM,,,,
Oenanthe lachenalii,AM,,,,
Oenocarpus bataua,AM,,,,
Oenothera biennis,AM,,,,
Oenothera glazioviana,AM,,,,
Oenothera perennis,AM,,,,
Oenothera speciosa,AM,,,,
Olea angustifolia,AM,,,,
Olea europaea,AM,,,,
Olneya tesota,AM,,,,
Omphalalappula concava,NM,,,,
Omphalocarpum procerum,AM,,,,
Ongokea gore,AM,,,,
Onobrychis arenaria,AM,,,,
Onobrychis biebersteinii,AMNM,,,,
Onobrychis echidna,AM,,,,
Onobrychis grandis,AM,,,,
Onobrychis sativa,AM,,,,
Onobrychis viciifolia,AM,,,,
Ononis arvensis,AM,,,,
Ononis natrix,AM,,,,
Ononis repens,AM,,,,
Onopordum acanthium,AMNM,,,,
Onosma barsczewskii,AM,,,,
Onosma caucasica,NM,,,,
Ophiorrhiza austroyunnanensis,AM,,,,
Oplismenus burmannii,AM,,,,
Opuntia brasiliensis,NM,,,,
Opuntia decumbens,AM,,,,
Opuntia dillenii,AM,,,,
Opuntia excelsa,AM,,,,
Opuntia ficus-indica,AM,,,,
Opuntia karwinskiana,AM,,,,
Opuntia leucotricha,NM,,,,
Opuntia microdasys,NM,,,,
Opuntia pilifera,AM,,,,
Opuntia streptacantha,AM,,,,
Opuntia tuna,NM,,,,
Oreobolus furcatus,AM,,,,
Oreochloa disticha,AMNM,,,,
Origanum vulgare,AM,,,,
Origanum zygis,AM,,,,
Ormosia arborea,AMNM,,,,
Ormosia coccinea,AM,,,,
Ornithogalum balansae,NM,,,,
Ornithogalum nutans,AM,,,,
Ornithogalum umbellatum,AM,,,,
Ornithopus compressus,AM,,,,
Orobanche ramosa,NM,,,,
Oroxylum indicum,AM,,,,
Orthilia secunda,NM,,,,
Orthurus kokanicus,AM,,,,
Oryza sativa,AMNM,,,,
Oryzopsis alpestre,AM,,,,
Oryzopsis hymenoides,AM,,,,
Oryzopsis miliacea,AM,,,,
Oryzopsis pamiroalaicum,AM,,,,
Osmorhiza chilensis,AM,,,,
Osteomeles anthyllidifolia,AM,,,,
Otanthus maritimus,AM,,,,
Othonna gregorii,AMNM,,,,
Ovidia andina,AM,,,,
Oxalis acetosella,AMNM,,,,
Oxalis corniculata,AM,,,,
Oxalis corymbosa,AM,,,,
Oxalis exilis,AM,,,,
Oxalis stricta,AM,,,,
Oxalis tetraphylla,AM,,,,
Oxalis valdiviensis,AM,,,,
Oxyceros rugulosus,AM,,,,
Oxygraphis glacialis,NM,,,,
Oxyria digyna,AMNM,,,,
Oxystigma buchholzii,AM,,,,
Oxytropis immersa,AM,,,,
Oxytropis kubanensis,AM,,,,
Oxytropis latibracteata,AM,,,,
Oxytropis mertensiana,NM,,,,
Oxytropis pamiroalajca,AM,,,,
Oxytropis savellanica,AM,,,,
Oxytropis scammaniana,AM,,,,
Oxytropis sordida,AMNM,,,,
Oxytropis tschuktschorum,NM,,,,
Pachycereus pecten-aboriginum,AM,,,,
Pachycereus pringlei,AM,,,,
Pachyelasma tessmannii,AM,,,,
Pachypleurum alpinum,AM,,,,
Pachypodium lamerei,AM,,,,
Pachystachys coccinea,NM,,,,
Packera cymbalaria,NM,,,,
Packera plattensis,AM,,,,
Padus avium,EM,,,,
Padus maackii,AMNM,,,,
Padus nana,AM,,,,
Paederia foetida,AM,,,,
Paeonia anomala,AM,,,,
Palafoxia lindenii,AM,,,,
Palaquium gutta,AM,,,,
Palicourea rigida,AM,,,,
Panax ginseng,AM,,,,
Panax quinquefolius,AM,,,,
Panda oleosa,AM,,,,
Pandanus furcatus,NM,,,,
Pandanus tectorius,NM,,,,
Panicum amarum,AM,,,,
Panicum bisulcatum,AM,,,,
Panicum capillare,AMNM,,,,
Panicum crus-galli,AM,,,,
Panicum indicum,AM,,,,
Panicum micranthum,AM,,,,
Panicum miliaceum,AM,,,,
Panicum nephelophilum,AM,,,,
Panicum novae-hollandiae,NM,,,,
Panicum repens,AM,,,,
Panicum virgatum,AM,,,,
Papaver fugax,NM,,,,
Papaver lapponicum,NM,,,,
Papaver pavoninum,NM,,,,
Papaver rhoeas,AMNM,,,,
Papaver somniferum,NM,,,,
Paraberlinia bifoliolata,EM,,,,
Paracolpodium colchicum,AM,,,,
Parageum montanum,AM,,,,
Paramacrolobium coeruleum,EM,,,,
Paramignya retispina,AM,,,,
Paraphlomis javanica,AM,,,,
Parapholis incurva,AM,,,,
Parapiptadenia rigida,AM,,,,
Parasenecio hastatus,AM,,,,
Parietaria judaica,AMNM,,,,
Paris quadrifolia,AMNM,,,,
Parkia bicolor,AM,,,,
Parkia biglobosa,AM,,,,
Parkia speciosa,AM,,,,
Parkinsonia aculeata,AM,,,,
Parkinsonia praecox,AM,,,,
Parnassia palustris,AMNM,,,,
Parrya nudicaulis,NM,,,,
Parthenium argentatum,AM,,,,
Parthenium hysterophorus,AM,,,,
Parthenocissus inserta,AM,,,,
Pascopyrum smithii,AM,,,,
Paspalum carinatum,AM,,,,
Paspalum conjugatum,AM,,,,
Paspalum dilatatum,AM,,,,
Paspalum distichum,AM,,,,
Paspalum notatum,AM,,,,
Paspalum thunbergii,AM,,,,
Passiflora caerulea,AM,,,,
Pastinaca sativa,AM,,,,
Patrinia sibirica,AM,,,,
Patzkea spadicea,AM,,,,
Paulownia tomentosa,AM,,,,
Pausinystalia johimbe,AM,,,,
Pectis saturejoides,AM,,,,
Pedicularis anthemifolia,NM,,,,
Pedicularis capitata,NM,,,,
Pedicularis comosa,NM,,,,
Pedicularis condensata,AMNM,,,,
Pedicularis crassirostris,NM,,,,
Pedicularis dolichorrhiza,AM,,,,
Pedicularis hirsuta,NM,,,,
Pedicularis labradorica,NM,,,,
Pedicularis lanata,NM,,,,
Pedicularis langsdorffii,NM,,,,
Pedicularis lapponica,NM,,,,
Pedicularis nordmanniana,NM,,,,
Pedicularis oederi,NM,,,,
Pedicularis palustris,NM,,,,
Pedicularis rhinanthoides,AM,,,,
Pedicularis sceptrum-carolinum,NM,,,,
Pedicularis sibirica,NM,,,,
Pedicularis sudetica,NM,,,,
Pedicularis sylvatica,NM,,,,
Pedicularis uralensis,NM,,,,
Pedicularis verticillata,NM,,,,
Pedilanthus cymbiferus,AMNM,,,,
Pediomelum esculentum,AM,,,,
Peganum harmala,AM,,,,
Pelargonium hortorum,AM,,,,
Pelargonium zonale,AM,,,,
Peltophorum dubium,AMNM,,,,
Pennellianthus frutescens,AM,,,,
Pennisetum villosum,AM,,,,
Penstemon cardwellii,AM,,,,
Pentaclethra macroloba,AM,,,,
Pentaclethra macrophylla,AM,,,,
Pentaphylloides davurica,AM,,,,
Pentzia grandiflora,NM,,,,
Peperomia hesperomannii,AM,,,,
Peperomia membranacea,AM,,,,
Pereskia aculeata,NM,,,,
Perilla frutescens,NM,,,,
Periploca graeca,AMNM,,,,
Persea americana,AM,,,,
Persicaria amphibia,AMNM,,,,
Persicaria hydropiper,AMNM,,,,
Persicaria lapathifolia,AMNM,,,,
Persicaria longiseta,NM,,,,
Persicaria maculosa,AMNM,,,,
Persicaria mitis,NM,,,,
Petasites albus,AMNM,,,,
Petasites frigidus,NM,,,,
Petasites hybridus,AMNM,,,,
Petasites spurius,AM,,,,
Petroselinum crispum,AMNM,,,,
Petunia hybrida,AM,,,,
Petunia x,AM,,,,
Peucedanum alsaticum,AM,,,,
Peucedanum officinale,AM,,,,
Peucedanum ostruthium,AM,,,,
Phacelia tanacetifolia,AM,,,,
Phagnalon rupestre,AM,,,,
Phalaris aquatica,AM,,,,
Phalaris arundinacea,AMNM,,,,
Phaseolus coccineus,AM,,,,
Phaseolus lunatus,AM,,,,
Phaseolus vulgaris,AM,,,,
Phedimus hybridus,AM,,,,
Phellodendron amurense,AMNM,,,,
Philadelphus caucasicus,AM,,,,
Philadelphus coronarius,AM,,,,
Philadelphus latifolius,NM,,,,
Philadelphus tenuifolius,AM,,,,
Phillyrea angustifolia,AM,,,,
Philodendron ornatum,NM,,,,
Philodendron undulatum,NM,,,,
Phleum alpinum,AM,,,,
Phleum arenarium,NM,,,,
Phleum hirsutum,AM,,,,
Phleum montanum,AM,,,,
Phleum phleoides,AMNM,,,,
Phleum pratense,AMNM,,,,
Phlogacanthus curviflorus,AM,,,,
Phlomis tuberosa,AM,,,,
Phlox drummondii,AM,,,,
Phlox paniculata,AM,,,,
Phoebe lanceolata,AM,,,,
Phoenix canariensis,AM,,,,
Phoenix dactylifera,AM,,,,
Photinia melanocarpa,AM,,,,
Phragmites australis,AMNM,,,,
Phragmites vulgaris,AM,,,,
Phyla nodiflora,AM,,,,
Phylica ericoides,AM,,,,
Phyllanthus niruri,AM,,,,
Phyllanthus pulcher,AM,,,,
Phyllanthus urinaria,AM,,,,
Phyllostachys reticulata,NM,,,,
Physalis alkekengi,AM,,,,
Physocarpus opulifolius,AM,,,,
Physocarpus ribesifolius,AMNM,,,,
Physocaulis nodosus,AM,,,,
Physochlaina orientalis,AM,,,,
Phyteuma hemisphaericum,AMNM,,,,
Phyteuma orbiculare,AM,,,,
Phyteuma spicatum,AMNM,,,,
Picea abies,EM,,,,
Picea alcoquiana,EM,,,,
Picea asperata,EM,,,,
Picea breweriana,EM,,,,
Picea canadensis,EM,,,,
Picea cilicica,EM,,,,
Picea engelmannii,EM,,,,
Picea fennica,EM,,,,
Picea glauca,EM,,,,
Picea jezoensis,EM,,,,
Picea koraiensis,EM,,,,
Picea koyamai,EM,,,,
Picea likiangensis,EM,,,,
Picea mariana,EM,,,,
Picea orientalis,EM,,,,
Picea pungens,EM,,,,
Picea rubens,EM,,,,
Picea rubra,EM,,,,
Picea schrenkiana,EM,,,,
Picea sitchensis,EM,,,,
Picea smithiana,EM,,,,
Picea wilsonii,EM,,,,
Picralima nitida,AM,,,,
Picris echioides,AM,,,,
Picris hieracioides,AM,,,,
Pilosella pannoniciformis,AM,,,,
Pimelea linifolia,AM,,,,
Pimpinella major,AMNM,,,,
Pimpinella rhodantha,AMNM,,,,
Pimpinella saxifraga,AMNM,,,,
Pinellia ternata,AM,,,,
Pinguicula alpina,NM,,,,
Pinguicula vulgaris,NM,,,,
Pinus albicaulis,EM,,,,
Pinus aristata,EM,,,,
Pinus armandii,EM,,,,
Pinus attenuata,EM,,,,
Pinus ayacahuite,EM,,,,
Pinus banksiana,EM,,,,
Pinus brutia,EM,,,,
Pinus bungeana,EM,,,,
Pinus canariensis,EM,,,,
Pinus cembroides,EM,,,,
Pinus clausa,EM,,,,
Pinus contorta,EM,,,,
Pinus coulteri,EM,,,,
Pinus densiflora,EM,,,,
Pinus echinata,EM,,,,
Pinus edulis,EM,,,,
Pinus eldarica,EM,,,,
Pinus elliottii,EM,,,,
Pinus flexilis,EM,,,,
Pinus gerardiana,EM,,,,
Pinus glabra,EM,,,,
Pinus glehnii,EM,,,,
Pinus greggii,EM,,,,
Pinus halepensis,EM,,,,
Pinus hamata,EM,,,,
Pinus hartwegii,EM,,,,
Pinus heldreichii,EM,,,,
Pinus insularis,EM,,,,
Pinus jeffreyi,EM,,,,
Pinus kochiana,EM,,,,
Pinus koraiensis,EM,,,,
Pinus lambertiana,EM,,,,
Pinus laricio,EM,,,,
Pinus massoniana,EM,,,,
Pinus merkusii,EM,,,,
Pinus monophylla,EM,,,,
Pinus montezumae,EM,,,,
Pinus monticola,EM,,,,
Pinus mugo,EM,,,,
Pinus muricata,EM,,,,
Pinus nigra,EM,,,,
Pinus occidentalis,EM,,,,
Pinus oocarpa,EM,,,,
Pinus pallasiana,EM,,,,
Pinus palustris,EM,,,,
Pinus parviflora,EM,,,,
Pinus patula,EM,,,,
Pinus pinaster,EM,,,,
Pinus pityusa,EM,,,,
Pinus ponderosa,EM,,,,
Pinus pseudostrobus,EM,,,,
Pinus pumila,EM,,,,
Pinus pungens,EM,,,,
Pinus radiata,EM,,,,
Pinus rigida,EM,,,,
Pinus roxburghii,EM,,,,
Pinus sabiniana,EM,,,,
Pinus serotina,EM,,,,
Pinus sibirica,EM,,,,
Pinus sieboldii,EM,,,,
Pinus strobus,EM,,,,
Pinus sylvestris,EM,,,,
Pinus tabuliformis,EM,,,,
Pinus taeda,EM,,,,
Pinus teocote,EM,,,,
Pinus thunbergii,EM,,,,
Pinus veitchii,EM,,,,
Pinus virginiana,EM,,,,
Pinus wallichiana,EM,,,,
Pinus yunnanensis,EM,,,,
Piper amalago,NM,,,,
Piper hostmannianum,AM,,,,
Piper longum,AM,,,,
Piper nigrum,AMNM,,,,
Piper sarmentosum,AM,,,,
Piptadeniastrum africanum,AM,,,,
Piptocarpha axillaris,AM,,,,
Pipturus albidus,AM,,,,
Piranhea mexicana,AM,,,,
Pisonia umbellifera,NM,,,,
Pistacia atlantica,AM,,,,
Pistacia lentiscus,AM,,,,
Pistacia palestina,AM,,,,
Pistacia terebinthus,AM,,,,
Pistacia vera,AM,,,,
Pistia stratiotes,NM,,,,
Pisum sativum,AM,,,,
Pittocaulon praecox,AMNM,,,,
Pittosporopsis kerrii,AM,,,,
Pittosporum gayanum,AM,,,,
Pityopsis graminifolia,AM,,,,
Plagiobothrys figuratus,AM,,,,
Plagiosiphon longitubus,AM,,,,
Plagiosiphon multijugus,AM,,,,
Planchonella africana,AM,,,,
Plantago asiatica,AM,,,,
Plantago atrata,AMNM,,,,
Plantago cornuti,AM,,,,
Plantago coronopus,AM,,,,
Plantago drummondii,AM,,,,
Plantago glabrifolia,AM,,,,
Plantago lanceolata,AM,,,,
Plantago major,AM,,,,
Plantago maritima,AM,,,,
Plantago maxima,AM,,,,
Plantago media,AM,,,,
Plantago montana,AM,,,,
Plantago princeps,AM,,,,
Platanus occidentalis,AM,,,,
Platanus orientalis,AM,,,,
Platycladus orientalis,AM,,,,
Platycyamus regnellii,AM,,,,
Platypodium elegans,AM,,,,
Plectranthus scutellarioides,AM,,,,
Pleurophyllum hookeri,AM,,,,
Pleuropogon sabinei,NM,,,,
Pleurospermum uralense,AM,,,,
Pleurostachys cephalotes,AM,,,,
Plinia rivularis,AM,,,,
Plumeria obtusa,AM,,,,
Plumeria rubra,AM,,,,
Poa acroleuca,AM,,,,
Poa alpina,AMNM,,,,
Poa angustifolia,AM,,,,
Poa annua,AMNM,,,,
Poa arctica,NM,,,,
Poa bactriana,AM,,,,
Poa badensis,AMNM,,,,
Poa bucharica,AM,,,,
Poa bulbosa,AM,,,,
Poa caucasica,AM,,,,
Poa compressa,AMNM,,,,
Poa cookii,AMNM,,,,
Poa flexuosa,AMNM,,,,
Poa foliosa,NM,,,,
Poa glauca,AM,,,,
Poa iberica,AM,,,,
Poa kerguelensis,AM,,,,
Poa lanuginosa,AM,,,,
Poa litorosa,NM,,,,
Poa litwinowiana,AM,,,,
Poa nemoralis,AMNM,,,,
Poa ochotensis,AM,,,,
Poa palustris,AMNM,,,,
Poa pratensis,AMNM,,,,
Poa relaxa,AM,,,,
Poa sibirica,AMNM,,,,
Poa stiriaca,NM,,,,
Poa transbaicalica,AM,,,,
Poa trivialis,AMNM,,,,
Poa versicolor,AM,,,,
Podocarpium podocarpum,AM,,,,
Podocarpus alpinus,AM,,,,
Podocarpus falcatus,AM,,,,
Podocarpus neriifolius,AM,,,,
Podolepis sp.,AM,,,,
Podophyllum peltatum,AM,,,,
Podospermum alpigenum,AM,,,,
Poecilanthe parviflora,AM,,,,
Poga oleosa,AM,,,,
Poincianella eriostachys,AM,,,,
Poincianella pluviosa,AM,,,,
Polemonium acutiflorum,AM,,,,
Polemonium boreale,NM,,,,
Polemonium caeruleum,AMNM,,,,
Polemonium caucasicum,AM,,,,
Polycalymma stuartii,AM,,,,
Polycarpaea corymbosa,AM,,,,
Polygala alpicola,AM,,,,
Polygala amarella,AMNM,,,,
Polygala calcarea,AM,,,,
Polygala chamaebuxus,AMNM,,,,
Polygala comosa,AM,,,,
Polygala nicaeensis,AM,,,,
Polygala serpyllifolia,AM,,,,
Polygala vulgaris,AM,,,,
Polygonatum multiflorum,AMNM,,,,
Polygonatum odoratum,AMNM,,,,
Polygonatum sewerzowi,AM,,,,
Polygonatum verticillatum,AMNM,,,,
Polygonum alpinum,AMNM,,,,
Polygonum aviculare,AMNM,,,,
Polygonum biaristatum,NM,,,,
Polygonum capitatum,EM,,,,
Polygonum coriarium,NM,,,,
Polygonum lapathifolium,AMNM,,,,
Polygonum maritimum,NM,,,,
Polygonum persicaria,AMNM,,,,
Polygonum posumbu,AM,,,,
Polygonum weyrichii,EM,,,,
Polypogon magellanicus,AMNM,,,,
Polypogon monspeliensis,AMNM,,,,
Pometia pinnata,AMNM,,,,
Poncirus trifoliata,AM,,,,
Populus alba,EM,,,,
Populus balsamifera,EM,,,,
Populus canescens,EM,,,,
Populus davidiana,EM,,,,
Populus deltoides,EM,,,,
Populus euphratica,AM,,,,
Populus italica,AM,,,,
Populus koreana,EM,,,,
Populus laurifolia,AM,,,,
Populus nigra,EM,,,,
Populus serotina,EM,,,,
Populus suaveolens,AM,,,,
Populus tremula,EM,,,,
Populus tremuloides,EM,,,,
Populus trichocarpa,EM,,,,
Populus tristis,EM,,,,
Populus x,EM,,,,
Porophyllum punctatum,AM,,,,
Porrum sphaerocephaluon,AM,,,,
Portulaca grandiflora,NM,,,,
Portulaca intraterranea,NM,,,,
Portulaca lutea,NM,,,,
Portulaca oleracea,AMNM,,,,
Portulaca sclerocarpa,NM,,,,
Potamogeton crispus,NM,,,,
Potamogeton gramineus,NM,,,,
Potamogeton lucens,NM,,,,
Potamogeton natans,AMNM,,,,
Potamogeton perfoliatus,NM,,,,
Potamogeton polygonifolius,NM,,,,
Potamogeton praelongus,NM,,,,
Potentilla anglica,AM,,,,
Potentilla anserina,AM,,,,
Potentilla argentea,AM,,,,
Potentilla aurea,AM,,,,
Potentilla bifurca,AM,,,,
Potentilla brauneana,AM,,,,
Potentilla chiloensis,AM,,,,
Potentilla chrysantha,AM,,,,
Potentilla cinerea,AM,,,,
Potentilla concinna,AM,,,,
Potentilla crantzii,AM,,,,
Potentilla erecta,AMNM,,,,
Potentilla flabellata,AM,,,,
Potentilla fruticosa,AM,,,,
Potentilla gelida,AMNM,,,,
Potentilla grisea,AM,,,,
Potentilla hookeriana,AM,,,,
Potentilla hyparctica,NM,,,,
Potentilla impolita,AM,,,,
Potentilla neumanniana,AM,,,,
Potentilla nordmanniana,AM,,,,
Potentilla pamirica,AM,,,,
Potentilla pamiroalaica,AM,,,,
Potentilla pulchella,AM,,,,
Potentilla recta,AM,,,,
Potentilla reptans,AM,,,,
Potentilla rupestris,AM,,,,
Potentilla sterilis,AM,,,,
Potentilla stipularis,AM,,,,
Potentilla supina,AM,,,,
Potentilla tephroleuca,AM,,,,
Potentilla vvedenskyi,AM,,,,
Pourouma bicolor,AM,,,,
Pourouma guianensis,AM,,,,
Pouteria adolfi-friedericii,AM,,,,
Pouteria ambelaniifolia,AM,,,,
Pouteria guianensis,AM,,,,
Pouteria surumuensis,AM,,,,
Prangos odontalgica,AM,,,,
Prangos pabularia,AM,,,,
Prangos uloptera,AM,,,,
Pratia nummularia,AM,,,,
Primula algida,AMNM,,,,
Primula amoena,AMNM,,,,
Primula auricula,AM,,,,
Primula bayernii,AM,,,,
Primula elatior,AM,,,,
Primula farinosa,AM,,,,
Primula macrocalyx,AM,,,,
Primula meyeri,AM,,,,
Primula minima,AMNM,,,,
Primula obconica,AM,,,,
Primula olgae,AM,,,,
Primula ossetica,NM,,,,
Primula pallasii,NM,,,,
Primula pseudoelatior,NM,,,,
Primula veris,AMNM,,,,
Primula vulgaris,AM,,,,
Pringlea antiscorbutica,NM,,,,
Prinsepia sinensis,AMNM,,,,
Prioria copaifera,AM,,,,
Prismatomeris tetrandra,AM,,,,
Proserpinaca palustris,AM,,,,
Prosopis articulata,AM,,,,
Prosopis cineraria,AM,,,,
Prosopis glandulosa,AM,,,,
Prosopis juliflora,AM,,,,
Prosopis laevigata,AM,,,,
Prosopis stephaniana,AM,,,,
Protium crenatum,AM,,,,
Protium decandrum,AM,,,,
Protium giganteum,AM,,,,
Prumnopitys taxifolia,AM,,,,
Prunella grandiflora,AM,,,,
Prunella vulgaris,AMNM,,,,
Prunus africana,AM,,,,
Prunus asiatica,NM,,,,
Prunus besseyi,AM,,,,
Prunus cerasifera,AM,,,,
Prunus cistena,AM,,,,
Prunus domestica,AMNM,,,,
Prunus mahaleb,AM,,,,
Prunus maritima,AM,,,,
Prunus mongolica,AM,,,,
Prunus pensylvanica,AM,,,,
Prunus persica,AM,,,,
Prunus reflexa,AM,,,,
Prunus serotina,AM,,,,
Prunus spinosa,AMNM,,,,
Prunus spinosissima,AM,,,,
Prunus tomentosa,AM,,,,
Prunus triloba,AM,,,,
Prunus ussuriensis,AMNM,,,,
Prunus virginiana,AM,,,,
Psathyrostachys juncea,AMNM,,,,
Psephellus caucasicus,AM,,,,
Psephellus hypoleucus,AM,,,,
Psephellus maleevii,AM,,,,
Psephellus sibiricus,AM,,,,
Pseuderanthemum latifolium,AM,,,,
Pseudobombax grandiflorum,AM,,,,
Pseudognaphalium luteoalbum,AM,,,,
Pseudohandelia umbellifera,AM,,,,
Pseudolarix amabilis,EM,,,,
Pseudolysimachion spicatum,AM,,,,
Pseudomuscari pallens,AM,,,,
Pseudoroegneria spicata,AM,,,,
Pseudotsuga macrocarpa,EM,,,,
Pseudotsuga menziesii,EM,,,,
Pseuduvaria trimera,NM,,,,
Psidium cattleianum,AM,,,,
Psidium guajava,AM,,,,
Psoralea bituminosa,AM,,,,
Psychotria calocarpa,AM,,,,
Psychotria henryi,AM,,,,
Psychotria prainii,NM,,,,
Ptarmica clavennae,AM,,,,
Ptarmica vulgaris,AM,,,,
Ptelea trifoliata,AM,,,,
Pterocarpus angolensis,AM,,,,
Pterocarpus mildbraedii,AM,,,,
Pterocarpus soyauxii,AM,,,,
Pterogyne nitens,AM,,,,
Pterospermum menglunense,AM,,,,
Pterospermum yunnanense,AM,,,,
Pterygota macrocarpa,AM,,,,
Ptilotus latifolius,NM,,,,
Ptilotus obovatus,NM,,,,
Ptilotus sessilifolius,NM,,,,
Puccinellia angustata,AMNM,,,,
Puccinellia distans,AMNM,,,,
Puccinellia gigantea,NM,,,,
Puccinellia limosa,AM,,,,
Puccinellia macquariensis,AM,,,,
Puccinellia maritima,AMNM,,,,
Puccinellia nuttalliana,AM,,,,
Puccinellia phryganodes,NM,,,,
Puccinellia subspicata,AM,,,,
Puccinellia tenuissima,AM,,,,
Pueraria maximum,AM,,,,
Pueraria phaseoloides,AM,,,,
Pulicaria angustifolia,AM,,,,
Pulicaria dysenterica,AM,,,,
Pulmonaria mollis,AMNM,,,,
Pulmonaria obscura,AM,,,,
Pulmonaria officinalis,AMNM,,,,
Pulsatilla alpina,AM,,,,
Pulsatilla aurea,AM,,,,
Pulsatilla patens,AM,,,,
Pulsatilla pratensis,AM,,,,
Pulsatilla violacea,AMNM,,,,
Pulsatilla vulgaris,AMNM,,,,
Pultenaea elliptica,EM,,,,
Pycnanthemum tenuifolium,AM,,,,
Pycnanthemum virginianum,AM,,,,
Pycnanthus angolensis,AM,,,,
